ISO-alpha3 Code,Climate mentions,Climate per 1000 words,Country or Area,Country group,Talk group,CO2 start,CO2 end,CO2 change (%),CO2 change check (%),Low-carbon share start,Low-carbon share end,Low-carbon share change (pp),Low-carbon share change check (pp)
SVK,0,0.0,Slovakia,Annex I (developed),Did not mention,8.221,7.631,-7.176742488748323,-19.060941491302763,68.55100723835677,72.74685175621082,4.1958445178540416,5.5125930742475475
SVN,0,0.0,Slovenia,Annex I (developed),Did not mention,8.321,8.614,3.5212113928614563,-7.7274366061771405,63.62968827119627,60.372335474760945,-3.2573527964353275,-0.2213243977252688
SWE,5,1.1488970588235294,Sweden,Annex I (developed),Mentioned climate,6.597,5.78,-12.384417159314843,-25.784447476125514,96.71555169086706,97.02996870024408,0.3144170093770242,0.8271087971760522
SWZ,1,0.1717032967032967,Eswatini,Non-Annex I (developing),Mentioned climate,1.132,0.957,-15.459363957597173,-12.720848056537093,98.48487956512477,97.18304449950918,-1.3018350656155917,-6.177120756253984
SYC,3,1.9394954677792646,Seychelles,Non-Annex I (developing),Mentioned climate,3.403,4.406,29.473993535116062,23.273582133411708,0.0,0.0,0.0,0.0
SYR,0,0.0,Syrian Arab Republic,Non-Annex I (developing),Did not mention,3.217,3.207,-0.31084861672365793,-36.71122163506373,12.910873604723186,9.07679387787616,-3.834079726847026,-3.6453150454085037
TCD,1,0.18932222642938282,Chad,Non-Annex I (developing),Mentioned climate,0.059,0.098,66.10169491525426,123.72881355932206,0.0,0.0,0.0,4.166896020256509
TGO,2,0.33200531208499334,Togo,Non-Annex I (developing),Mentioned climate,0.198,0.264,33.33333333333333,68.18181818181819,55.555850851781976,52.632215902214696,-2.9236349495672798,-27.43117574313831
THA,0,0.0,Thailand,Non-Annex I (developing),Did not mention,2.984,3.339,11.89678284182305,26.60857908847185,6.721099312533888,7.3107392563417255,0.5896399438078372,1.3577494359029165
TJK,1,0.2077274615704196,Tajikistan,Non-Annex I (developing),Mentioned climate,0.35,0.449,28.285714285714292,4.571428571428582,98.45507582949475,97.8273415682482,-0.6277342612465446,1.1324136983590307
TKM,3,0.7739938080495357,Turkmenistan,Non-Annex I (developing),Mentioned climate,7.193,9.379,30.390657583761982,60.21131655776448,0.0,0.0,0.0,0.0
TTO,2,0.2970314644615615,Trinidad and Tobago,Non-Annex I (developing),Mentioned climate,14.473,33.371,130.57417259725005,127.18855800456019,0.36629965796884256,0.26041796300813325,-0.10588169496070932,-0.36629965796884256
TUN,0,0.0,Tunisia,Non-Annex I (developing),Did not mention,1.89,2.368,25.2910052910053,35.5026455026455,0.7554682234002432,0.6550004293714382,-0.10046779402880501,0.9821923622463606
TUR,1,0.21367521367521367,Türkiye,Annex I (developed),Mentioned climate,3.429,4.473,30.44619422572179,39.078448527267426,25.05227289105514,19.037168084055512,-6.015104806999627,2.1764274433743296
TZA,1,0.14775413711583923,United Republic of Tanzania,Non-Annex I (developing),Mentioned climate,0.089,0.138,55.056179775280924,146.06741573033707,86.40007674281563,60.84904277463426,-25.551033968181365,-53.94849510419457
UGA,0,0.0,Uganda,Non-Annex I (developing),Did not mention,0.049,0.091,85.7142857142857,116.32653061224487,99.37056603773586,73.00022240343985,-26.370343634296006,-9.371039657135299
UKR,1,0.1787629603146228,Ukraine,Annex I (developed),Mentioned climate,6.706,7.157,6.725320608410379,-1.759618252311368,51.57122645236718,52.48918454853283,0.9179580961656555,-0.6007875916883236
URY,1,0.21607605877268798,Uruguay,Non-Annex I (developing),Mentioned climate,1.713,1.809,5.604203152364273,50.61295971978983,93.41236504284159,86.99358955443047,-6.418775488411114,-28.78972531450725
USA,4,0.678195998643608,United States of America,Annex I (developed),Mentioned climate,20.745,20.28,-2.2415039768618916,-18.958785249457698,29.058147225796002,27.865067233801202,-1.1930799919948,2.165635745689464
UZB,0,0.0,Uzbekistan,Non-Annex I (developing),Did not mention,4.589,4.573,-0.34865983874482476,-11.483983438657663,7.533074530958164,9.526705397197835,1.9936308662396716,5.014103405778679
VCT,6,1.1677695601401323,Saint Vincent and the Grenadines,Non-Annex I (developing),Mentioned climate,1.166,2.135,83.10463121783876,82.07547169811325,29.99997728779991,14.285680139589358,-15.714297148210553,-10.000006288606134
VEN,0,0.0,Venezuela (Bolivarian Republic of),Non-Annex I (developing),Did not mention,5.609,5.576,-0.5883401675878086,6.0795150650739815,73.75395463235976,72.72568152024317,-1.0282731121165938,-9.799471817506436
VNM,1,0.16761649346295676,Viet Nam,Non-Annex I (developing),Mentioned climate,0.613,1.213,97.87928221859707,162.96900489396413,54.78159577280267,35.099809947885575,-19.681785824917092,-8.393994776343128
VUT,6,1.5909723188204201,Vanuatu,Non-Annex I (developing),Mentioned climate,0.441,0.348,-21.08843537414966,6.8027210884353595,0.0,0.0,0.0,0.0
WSM,22,8.637612877895563,Samoa,Non-Annex I (developing),Mentioned climate,0.702,0.951,35.47008547008548,38.17663817663819,50.0,41.666679775431135,-8.333320224568865,-13.636298671716581
YEM,0,0.0,Yemen,Non-Annex I (developing),Did not mention,0.686,0.974,41.98250728862973,4.956268221574334,0.0,0.0,0.0,0.0
ZAF,0,0.0,South Africa,Non-Annex I (developing),Did not mention,8.435,9.203,9.10491997628926,1.7190278601066922,6.925847357076913,5.559984298152539,-1.3658630589243739,-1.310619133105157
ZMB,1,0.19896538002387584,Zambia,Non-Annex I (developing),Mentioned climate,0.255,0.183,-28.235294117647058,9.80392156862746,99.481188031334,99.89624676585787,0.41505873452386766,0.35713720620492495
ZWE,0,0.0,Zimbabwe,Non-Annex I (developing),Did not mention,1.223,0.768,-37.20359771054783,-33.36058871627148,45.63659965259524,71.57899525069874,25.942395598103502,14.581979417333756
